Text,Source
NASA hopes they'll do well today with the launch of the first of a pair of identical rovers headed to the Red Planet.,ontonotes5
"Every 26 months, Mars and Earth fly in close orbital formation.",ontonotes5
It's only then a mission to the Red Planet is possible.,ontonotes5
"This time, Mars is closer than ever.",ontonotes5
"This happens to be a particularly good opportunity, where we're close enough and the geometry works out that we have an excellent data return, so that means we can bring more pictures, more information about Mars back to the people of the Earth, in this particular landing opportunity.",ontonotes5
Former Enron Vice President Sherron Watkins who wrote that now-famous memo questioning the accounting practice and joining us now from Houston.,ontonotes5
"We're getting breaking news to us, from Jerusalem.",ontonotes5
We are hearing it happened in downtown Jerusalem.,ontonotes5
"Trying to get Mike Hanna our Jerusalem Bureau chief, who was just on the air with us a matter of minutes ago, with the latest update on what was happening there and it appears in the time since we've talked to Mike and also talked to Professor about the peace process, evidence again that the resistance to any progress does continue.",ontonotes5
We're trying to get ahold of our reporters in Jerusalem to give us the latest.,ontonotes5
"All we can tell you, there was an explosion on a bus in Jerusalem in central Jerusalem.",ontonotes5
"I believe Mike is over in Jerusalem in the bureau working the telephones, trying to get as much information as he can and once he gets something we'll deliver it to you.",ontonotes5
"We'll take a break and when we come back, we'll pick up coverage of this development in Jerusalem with Mike Hanna.",ontonotes5
"Tonight, the Middle East peace process is in danger of being swept away by violence.",ontonotes5
President Bush called upon the world to stop terrorism after a suicide bomb attack on a bus in Jerusalem today.,ontonotes5
"Shortly afterward, Israel killed seven people in Gaza, two of them members of Hamas.",ontonotes5
"Mike Hanna in Jerusalem, but first, going to Kelly Wallace in Kbasda where there's more helicopter attacks tonight.",ontonotes5
Coalition forces in Iraq have captured a member of a terrorist group with links to al Qaeda.,ontonotes5
"Sources tell our national security correspondent, David Ensor, that the terrorist is a member of a group operating in the west of Baghdad.",ontonotes5
U.S. officials believe Zarqawi planned the assassination of U.S. diplomat Lawrence Foley in Jordan last October.,ontonotes5
He was an expert on Iraq's missile systems as well.,ontonotes5
The former governor of Basra Province also surrendered to coalition forces today.,ontonotes5
Another story in the 1:00 p.m. hour in Canada.,ontonotes5
"The top story there today, the World Health Organization announced it is lifting its advisory against travel to Toronto because of fear of SARS.",ontonotes5
"It's been 20 days since the last cases of locally transmitted SARS in Toronto, and there have been no new confirmed cases of SARS exported out of Toronto.",ontonotes5
"The WHO says SARS advisories against travel to Hong Kong, Beijing and the Chinese provences will remain in effect.",ontonotes5
China has more SARS cases than any country in the world.,ontonotes5
That's more than twice as many as Hong Kong which ranks second.,ontonotes5
"Colorado woman wants to thank and reward the person who found her$ 7,000 ring she lost at the beach.",ontonotes5
We're getting developing news on this Middle East situation.,ontonotes5
"We are getting word that U.S. ambassador to Israel has delivered the White House Middle East road map for peace to Ariel Sharon, the Israeli Prime Minister.",ontonotes5
"The other thing we're watching right now, take you live to Baghdad inside what used to be the Saddam Hussein International Airport, now named the Baghdad International Airport.",ontonotes5
All of which put the education decisions of America in the hands of teachers and principals and local officials.,ontonotes5
"I'm pleased to announce that Secretary Page has approved plans from Arkansas, Missouri and Washington State, which bring the total number of approved plans to 16 covering 16 million children in public schools across America.",ontonotes5
"They will understand why you're here being honored in Washington, D.C. as one of the top 54 teachers around our country.",ontonotes5
Betsy Rogers teaches first and second grade students and leads Alabama.,ontonotes5
Hello from Washington.,ontonotes5
"20 years after meeting Saddam Hussein in Baghdad, Defense Secretary Donald Rumsfeld is back in the Iraqi capital with victorious U.S. troops, and you're looking at a live picture from the ``USS Abraham Lincoln'' on its way back from war.",ontonotes5
From its flight deck President Bush will make a major announcement to the American people tomorrow night on the end of major combat in Iraq.,ontonotes5
Right now we're also waiting to hear from the President at the White House.,ontonotes5
"We'll bring you his comments as soon as we get them and we'll get to all of that shortly, but first, a move by the President today designed to save children's lives and among his guests in the Rose Garden, Elizabeth Smart.",ontonotes5
We were talking about the road map to Middle East peace and ran a footage about the chicken and these dogs.,ontonotes5
We got a lot of e-mails to us on the East Coast who don't know about the farm.,ontonotes5
"I.K. in New Jersey a biology teacher, I can tell you without hesitation, a chicken can not be nursed.",ontonotes5
"One of 12,675 takeoffs and traps that have taken place aboard the ``USS Abraham Lincoln'' during this 10 month long deployment, the longest deployment of an aircraft carrier in the U.S. since the Vietnam era.",ontonotes5
"When we come back, President Bush has not claimed victory in Iraq last night, but what about the tournament war on terror?",ontonotes5
"If there was any question about how the Dixie Chicks would be received in America, answered last night, in part.",ontonotes5
"The band played to about 15,000 in Greenville, South Carolina, their first U.S. concert since their singer Natalie Maines sparked a controversy when she said she was ashamed the President was from the state of Texas.",ontonotes5
And the growing number of SARS cases in China.,ontonotes5
"Beijing remains the most affected part of the country, but figures show this disease is also spreading in northern China.",ontonotes5
"11:00 a.m. on the East Coast, 8:00 a.m. on the West.",ontonotes5
"Up first, searching for survivors, from deadly tornadoes in the Midwest and the South.",ontonotes5
"The path of destruction scratches through Kansas, Missouri, Arkansas and Tennessee.",ontonotes5
Cameras captured a tornado on the ground in Missouri.,ontonotes5
"In Kansas, authorities say seven people were killed when tornadoes cut across the southeastern part of the state.",ontonotes5
One of the sites proving to be the most deadly was the law enforcement center in the western Tennessee city of Jackson.,ontonotes5
"Joining us on the phone is the mayor of Jackson, Tennessee, Charles Farmer.",ontonotes5
Arthel Neville is joining us from the CNN newsroom in Atlanta with details.,ontonotes5
His ordeal started a week ago Saturday when he was climbing in remote canyons in Utah alone.,ontonotes5
"Now less than an hour ago, his parents spoke with reporters in Grand Junction, Colorado, where he is being treated.",ontonotes5
"This year he and two friends survived an avalanche in Colorado, but if you think he's done, well he's not.",ontonotes5
"He's trying to become first person to climb all the Colorado mountains higher than 14,000 feet, and, Wolf, he wants to do this alone.",ontonotes5
"We have a bachelorette party that wants to find a great hotel in Florida, and money's tight.",ontonotes5
I just negotiated another Orbitz saver for a hotel in Miami.,ontonotes5
"Chitchat in the Time Life Building here at AOL and all over Wall Street, Ted Turner selling 60 million shares for$ 800 million, more than half of his stake in the company.",ontonotes5
"Interesting point here also, people are suggesting he may be raising this money to buy those Atlanta sports teams that apparently are on the block.",ontonotes5
Chad New York big deal.,ontonotes5
We'll continue to watch this drama unfold off Key Largo in Florida.,ontonotes5
"It's happened, of course, several times during the war in Iraq, journalists caught in the line of fire and killed.",ontonotes5
Friday night in the Gaza Strip and a journalist is about to lose his life.,ontonotes5
He is best known for his work on two award-winning documentaries which appeared on CNN exposing the world to the Taliban rule in Afghanistan.,ontonotes5
Now the Foreign Press Association in Israel is calling for an independent investigation.,ontonotes5
"Miller becomes the second journalist in just two weeks to be killed covering the Israeli-Palestinian conflict, with Palestinian cameramen, shot and killed by an Israeli soldier on the West Bank in mid-April.",ontonotes5
He was called comic Albuquerque I or Baghdad Bob during the war in Iraq when he kept insisting things were going badly for the U.S. and great for Saddam Hussein.,ontonotes5
"The Minister of Information or Disinformation vanished when Baghdad fell and has not been seen since, but his legacy remains in a dance tune producers hope will be a huge hit.",ontonotes5
More on this now from CNN's Jim Bolden in London.,ontonotes5
"A group of London-based dance musicians have produced a Mohammed Saif al Sahaf song, ``I Can't Believe What I'm Hearing.''",ontonotes5
Iraq's former Information Minister might need a job right now.,ontonotes5
"Jim Bolden, CNN, London.",ontonotes5
We'll update you on a drama unfolding off the coast of Florida.,ontonotes5
"Two of the four pilots who took control of the planes on 9/ 11 attended a wedding party in Hamburg, Germany, four years ago 1999 this is.",ontonotes5
Many members on that tape working together through a cell in Germany known as the Hamburg cell seen in the same room at the same time.,ontonotes5
"Major fighting may be over, but many American service men and women injured in Iraq are just beginning the very long process of recovery.",ontonotes5
"Besides the Naval Hospital outside Washington, D.c., has already treated more than 200 Marines and sailors from the war in Iraq.",ontonotes5
"Corporal Teeterman, a fresh-faced kid from Chicago had a job more important and dangerous than you'll find in the hands of most 21-year-olds.",ontonotes5
"The story of how he got to Washington, D.c., is compelling for several reasons, starting with how close he came to not being here at all.",ontonotes5
"24 hours before the fall of Baghdad, 24 hours before his fellow Marines engaged in a fierce firefight at Baghdad University, Teeterman's orders had him just south of the capital taking out Iraqi resistance atop a warehouse roof.",ontonotes5
We liberated the people of Iraq from a brutal dictatorship.,ontonotes5
"I want to thank the President for Spain's diplomatic support before the conflict, -LRB- translator speaking -RRB- and for the use of Spanish air space and bases as the war grew closer.",ontonotes5
"Both Spain and the United States are committed to a stable, democratic and peaceful future for the people of Iraq.",ontonotes5
Spain has shown that commitment by sending engineering and medical units to help the people of Iraq.,ontonotes5
"Today, I have moved to ease sanctions imposed by the United States against Iraq's old government.",ontonotes5
"First based on the authority recently given to me by Congress I'm suspending the Iraq's Sanctions Act, which restricts the export of certain commitment necessary for Iraq's reconstruction.",ontonotes5
"Secondly,'m directing the Secretary to relax sanctions on American countries and citizens conducting business in Iraq that contributed to humanitarian reconstruction.",ontonotes5
"Soon, at the U.N. Security Council, the United States, Great Britain and Spain will introduce a new resolution to lift the sanctions imposed by the United Nations.",ontonotes5
The regime that the sanctions were directed against no longer rules Iraq.,ontonotes5
"Across the globe, Spain and America will continue as strong allys in the war against terror.",ontonotes5
"Today, the United States took steps to cut off financing for the organization because of its ties to the ETA.",ontonotes5
We believe that the people of Spain like everywhere have a right to live free from terror.,ontonotes5
We're committed to expanding trade which builds prosperity on both sides of the Atlantic.,ontonotes5
"Spain and the United States will stand on the side of people everywhere striving for greater freedom, tolerance and opportunity.",ontonotes5
"Last week's confirmation of Mazen permitted the road map for peace, developed with Russia, the European Union and the United States.",ontonotes5
Spain and the United States are determined to take advantage of this moment of opportunity for peace.,ontonotes5
Charles Feldman is in Los Angeles with details on this one.,ontonotes5
It has put a spotlight on U.S./ China relations.,ontonotes5
"Just one day after a former FBI counterintelligence agent was indicted on charges of gross negligence, his mistress of two decades, Katrina Leung, was herself indicted on more serious charges of copying and possessing documents relating to the national security of the United States, documents she allegedly lifted on many occasions from the briefcase of her ex-FBI handler, James Smith.",ontonotes5
"Leung, a prominent Chinese-American, was practically the toast of L.A.",ontonotes5
Federal prosecutors now say she pulled a fast one and actually spied on the U.S. for the Chinese.,ontonotes5
"A national weeklong terror drill began in Seattle and an industrial lot in the city. strewn with smashed cars, buses and other debris representing the hypothetical damage from a fan that sized radioactive dirty bomb.",ontonotes5
No one has ever been arrested in connection with that case and the FBI is considering draining a Maryland pond relating to evidence for those unsolved attacks.,ontonotes5
The FBI's interest in this state park in Maryland dates back to last December.,ontonotes5
Officials say they found the tip significant because the pond is about ten miles from Fort Dietrick where the Army experimented with anthrax.,ontonotes5
"Well, the FBI can drain the Pacific Ocean but they won't find any evidence that he was involved with the attacks because he had nothing to do with the anthrax attacks at all.",ontonotes5
"Another blast, a massive blast in northern Chechnya which killed 37 people and injured nearly 200 others.",ontonotes5
Russian officials say a suicide bomber drove a truck packed with explosives into government buildings in Chechnya.,ontonotes5
The story of a woman in an East Texas jail cell tonight.,ontonotes5
"Katherine Garcia of WFAA joins us from the Smith County courthouse in Tyler, Texas.",ontonotes5
"Right now, cast our eyes to the Middle East, getting word that a massive assembly of Shiite Muslims is now come together in Beirut, Lebanon.",ontonotes5
"This is a rather remarkable arrangement because they are cheering there the arrival of Khatami, the President of Iran.",ontonotes5
"President Khatami is in Beirut and what is observed here is very closely watched, what kind of words he'll utter when he speaks to this crowd.",ontonotes5
Iran now being pressured by the U.S. to back off on supporting Hezbollah.,ontonotes5
Hezbollah is an organization based in Lebanon that has been tied to terrorist activity and Peter Bergen mentioned Saudi Hezbollah an organization working in that country.,ontonotes5
That will be a very important development as we continue to watch the Mideast peace process between Palestinians and Israelis develop.,ontonotes5
"We'll watch and listen very closely to President Khatami's visit there in Beirut, Lebanon.",ontonotes5
Likely to comment on the developing story in Saudi Arabia.,ontonotes5
"Chris Burns traveling with the President, he joins us from Indianapolis.",ontonotes5
"There's some shocking new information about the life of John F. Kennedy, both before and during his days in the White House.",ontonotes5
"There are many stories about politicians who used political influence to get out of military conflict, but Dallic shows he used his family's influence to get into the Navy just as America was on the verge of World War II.",ontonotes5
"Jonathan Karl, CNN, Washington.",ontonotes5
"The Vice President Dick Cheney is now speaking in Washington at a luncheon honoring the Secretary of Defense, Donald Rumsfeld.",ontonotes5
"As we told you at the top of this newscast, an Oklahoma judge has ruled that Terry Nichols will indeed stand trial in that state court on 160 counts of first-degree murder.",ontonotes5
The Oklahoma City bombing conspirator is already serving a life term in federal prison.,ontonotes5
A Texas woman is in jail this morning accused of killing her two sons and severely beating another the day before Mother's Day.,ontonotes5
Russian President Vladimir Putin is visiting Havana for talks with Cuban President Fidel Castro.,ontonotes5
Putin is the first Russian President to visit Cuba since the collapse of the Soviet Union.,ontonotes5
Both Russia and Cuba want to renew their decades-old relationship that cooled after the collapse of the Soviet Union.,ontonotes5
"The leaders will discuss trade and other issues, including Cuba's$ 11 billion Soviet-era debt.",ontonotes5
Midlevel Israeli and Palestinian negotiators are expected in Washington this week for separate consultations on the crisis in the Middle East.,ontonotes5
The man was one of six Palestinians killed in Friday clashes with Israeli troops in the West Bank and Gaza.,ontonotes5
"Kitty Pilgrim, ``CNN Financial News ,'' New York.",ontonotes5
Investors on Wall Street are waiting for the word from Federal Reserve Chairman Alan Greenspan on interest rates.,ontonotes5
"While much of the country is in a deep freeze, an annual report on the climate shows the United States has had its share of warm weather this year.",ontonotes5
"From January through October in the United States, this year was the hottest on record, featuring widespread wildfires and drought.",ontonotes5
"As the effects of the La Ni a weather system disappeared, things cooled down at year's end, but even so, the National Oceanic and Atmospheric Administration figures the year will go into the American record books somewhere between the and the hottest on U.S. record.",ontonotes5
"Forecasters are calling for colder-than-average temperatures in the Midwest and Mountain West, warmer in the southern tier of states.",ontonotes5
Major announcement from Israel today.,ontonotes5
U.S. and Yemeni officials have released a photo of one of the suicide bombers killed in the attack on the ``USS Cole'' in the port of Aden October.,ontonotes5
17 U.S. sailors were killed and 39 others hurt.,ontonotes5
Six possible suspects are still being held in Yemen pending a trial that could start as early as next month.,ontonotes5
An electrical engineer in Australia is making the holidays brighter for thousands of people.,ontonotes5
"Welcome to Len Doof's house in Adelaide, Australia.",ontonotes5
Secretary of State Madeleine Albright is joining peace talks between Israel and the Palestinians.,ontonotes5
The negotiations are entering a third day today in Washington.,ontonotes5
President Clinton met with Mideast negotiators yesterday at the White House.,ontonotes5
The Palestinians are pressing their demands for Israel to withdraw from disputed East Jerusalem and accept millions of Palestinian refugees.,ontonotes5
Some Canadian farmers are steamed at the United States.,ontonotes5
Some spuds from Prince Edward Island are being turned back at the border because of a fungus.,ontonotes5
Officials say the U.S. is overreacting.,ontonotes5
"The situation is much more pessimistic and tense half a world away, in the Middle East.",ontonotes5
Matthew Chance is in Jerusalem with the latest.,ontonotes5
"Those peace moves may be gathering pace in Washington, but talk here on the ground in Israel in the Palestinian-controlled territories is of further conflict.",ontonotes5
"A number of funerals have been taking place over the course of today following a day of clashes on Friday, the first of those after a Palestinian teenager was shot and killed in a confrontation near Hebron with the Israeli security forces.",ontonotes5
Another Palestinian man was also killed near Hebron yesterday.,ontonotes5
"All this following a suicide bomb attack on a roadside cafe near the West Bank settlement of Mehola, which, of course, yesterday, left three Israeli soldiers injured.",ontonotes5
"As I say that violence is continuing on a day-to-day basis creating a very uncertain, very gloomy backdrop for these Washington talks to go ahead.",ontonotes5
"Again, that was Matthew Chance reporting from Jerusalem.",ontonotes5
It's Election Day in the Yugoslav republic of Serbia.,ontonotes5
"Jim Morelli, CNN, Atlanta.",ontonotes5
The first official parliamentary vote results in the Yugoslav republic of Serbia show President Vojislav Kostunica's reform government winning in a landslide victory.,ontonotes5
Jury selection is under way in the trial of four men accused in the 1998 U.S. embassy bombings in Africa.,ontonotes5
Twin terrorist attacks in Kenya and Tanzania killed 224 people.,ontonotes5
Russia is denying reports that it has moved short-range nuclear weapons to one of its military bases in the Baltics.,ontonotes5
"``The Washington Times'' reports the missiles have been positioned at the Baltic Sea port base of Kaliningrad, a thin sliver of Russian territory that is the headquarters of the Russian Baltic Fleet.",ontonotes5
"Officials in the Baltic states of Estonia, Latvia and Lithuania said they could not confirm the reports.",ontonotes5
"CNN has learned that the crew of the ``USS Cole'' was not briefed on the seriousness of the threat in Yemen, nor warned to be on guard for possible terrorist attack the day the warship was bombed.",ontonotes5
"When the ``USS Cole'' entered the port of Aden October it was operating under ``threat condition Bravo ,'' an alert level that warns of ``an increased and more predictable threat of terrorist activity.''",ontonotes5
"The 40-foot hole in the side of the ``USS Cole'' has now been patched, and the warship is in Mississippi for repairs that will cost$ 240 million and take a year to complete.",ontonotes5
"Jamie McIntyre, CNN, the Pentagon.",ontonotes5
"Yesterday, hundreds gathered in the West Bank town of Hebron for the funeral of a Palestinian woman killed in her home by crossfire between Israeli soldiers and Palestinian gunmen, and in Gaza, a second funeral took place for a Palestinian man killed Friday night by Israeli troops.",ontonotes5
Palestinian security officials insist they can not quell the unrest in the West Bank and Gaza until Israel lifts its blockade there.,ontonotes5
Polls in Israel suggest Prime Minister Ehud Barak faces an uphill battle in next month's election.,ontonotes5
"``we will lead the election campaign and afterwards the country, our objective is not only the Prime Minister's race ,'' says Peres, ``our objective is to work together for the good of the state of Israel.''",ontonotes5
"Let me say it loud and clear--we will not agree to the right of return into Israel, applause and I do not intend to sign any document which passes sovereignty on the Temple Mount to the Palestinians.",ontonotes5
"I will guard the unity of Jerusalem, the Temple Mount ,'' says Ariel Sharon, ``I will guard the Jordan Valley and other security zones, and I will guard that there will not be an influx of refugees.''",ontonotes5
"Mike Hanna, CNN, Jerusalem.",ontonotes5
The ``Cole'' was attacked October in Yemen by suicide bombers in a small boat.,ontonotes5
A double murder in Washington leads to an international search for the suspect.,ontonotes5
"Mir Aimal Kasi was suspected in the attack, but fled to his native Pakistan before he could be arrested.",ontonotes5
He was brought back to the United States to stand trial.,ontonotes5
"Prosecutors claimed Kasi, who worked as a driver for a courier company, was angry over America's policy against Iraq, Libya and other Muslim countries.",ontonotes5
Kasi was convicted in a Virginia state court and sentenced to death.,ontonotes5
"President Clinton concedes a Mideast peace agreement before he leaves office is unlikely, but he says he will continue to try to narrow the differences between Israeli and Palestinian leaders in the last days of his administration.",ontonotes5
"Prosecutors say the two Libyan defendants loaded a rigged suitcase aboard a plane in the Mediterranean, and the bag eventually made its way on to the Pan Am flight, but the defense says a ``rogue bag'' could have come from somewhere else.",ontonotes5
"270 people were killed when the jet went down over Lockerbie, Scotland, in 1988.",ontonotes5
Israeli and Palestinian representatives held the highest-level talks in months in Gaza yesterday.,ontonotes5
"Both helped craft the Mideast peace accords of the now, they're trying to reach an agreement on President Clinton's peace proposal before his term ends, but even if a deal is reached, it may not be honored.",ontonotes5
"In Cuba today, some people are viewing their past through the eyes of an American.",ontonotes5
"When Fidel Castro and his rebels stormed Havana, they were joined by an intrepid American photographer who spoke little Spanish.",ontonotes5
"His name is Burt Glinn, and now most Cubans are getting their first look at his photos on display in Havana until the end of the month.",ontonotes5
"Glinn borrowed money from friends just to get to Cuba, and had to shoot many of the photos barefoot after he lost his shoes while being pushed in a crowd.",ontonotes5
"When he looks back at his long career, including stints in South Africa and the former Soviet Union, one assignment stands out, and this was the most exciting, because it turned out to be not a story about Fidel Castro.",ontonotes5
"While some might disagree about Cuba's present, and plot different courses for its future, these photos may help Cuba better understand its past.",ontonotes5
The Gaza Strip has been closed off.,ontonotes5
Israel is blaming the Islamic militant group Hamas.,ontonotes5
"A senior Palestinian negotiator says Israel canceled peace talks scheduled for this week, but did not give a reason.",ontonotes5
A clash in the West Bank left a Palestinian dead and nine injured.,ontonotes5
"A Jewish settler, who Israeli authorities believe was kidnapped, was found dead outside his settlement in Gaza.",ontonotes5
The Israeli government has closed the roads into and out of Gaza in the wake of the killing.,ontonotes5
Palestinian President Yasser Arafat is turning to Russia for help in ending the Mideast violence.,ontonotes5
Arafat plans to meet with Russian President Vladimir Putin tomorrow in Moscow.,ontonotes5
"Russia is a co-sponsor of the Middle East peace process, but has traditionally played a secondary role to the United States.",ontonotes5
A United Nations special envoy is warning of a ``increasingly desperate'' situation for Palestinians in Gaza and the West Bank.,ontonotes5
"At a Cairo meeting of the Arab League, Finance Ministers agreed on a method to funnel up to$ 1 billion in support to Palestinians in their uprising against Israel.",ontonotes5
The President of Yemen says the boat used in the attack on the ``USS Cole'' was bought in Saudi Arabia.,ontonotes5
Last month's explosion in the Yemeni port of Aden killed 17 U.S. sailors and injured 39.,ontonotes5
"Yesterday, the Yemeni Prime Minister told CNN both the bombing suspects were from a Yemeni province that borders Saudi Arabia and is the home of family members of accused terrorist Osama Bin Laden.",ontonotes5
"U.S. officials say they suspect Bin Laden may have ordered the bombing of the ``Cole ,'' but they have no proof.",ontonotes5
Former Senate Majority Leader George Mitchell is in Tallahassee in support of the Gore campaign.,ontonotes5
The laws of Texas and Florida and other states are based on the reality that the most fair and effective way to count every valid vote and to discern the intent of the voter is a careful fair hand count.,ontonotes5
An agreement that was meant to lead to cooperation between Israeli and Palestinian security forces in the Mideast does not seem to be working.,ontonotes5
Hospital spokesmen say two Palestinians were killed and dozens more injured in clashes in the West Bank and Gaza.,ontonotes5
They were leaders of Arafat's Fatah movement in a West Bank village.,ontonotes5
Milosevic addressed a special meeting of the Socialist Party of Serbia in Belgrade.,ontonotes5
He also accused the West of trying to break up the country.,ontonotes5
Delegates worked through the night and past a deadline in the Netherlands to find ways to implement the Kyoto Protocol.,ontonotes5
Israeli Prime Minister Ehud Barak and his top-level cabinet officials have accepted a Palestinian proposal for marathon peace negotiations in Egypt.,ontonotes5
"Israeli and Palestinian negotiators are beginning a new round of peace talks in Egypt, a session that could last ten days.",ontonotes5
Yugoslavia's incoming Interior Minister says he plans to put the country's former President under 24-hour surveillance.,ontonotes5
The former President is believed to be living in Belgrade with police protection.,ontonotes5
"Palestinian and Israeli negotiators are back at the bargaining table in Egypt, but there appears to be little confidence a Middle East peace deal can be brokered.",ontonotes5
He is also vowing to keep Jerusalem's most contested holy site in Israeli hands.,ontonotes5
Israeli officials closed a main road in the Gaza Strip after an Israeli soldier was wounded in an explosion.,ontonotes5
"An oil spill off the coast of South America, along the Galapagos Island chain has clean-up crews scrambling to contain the spill and save rare wildlife.",ontonotes5
The oil has leaked from the ship that ran aground half a mile off the shore of the protected Galapagos Islands.,ontonotes5
The killing of two Israelis in the West Bank could spell trouble for the Mideast peace talks in Egypt.,ontonotes5
Israeli Prime Minister Ehud Barak has recalled his top two negotiators from talks in Egypt.,ontonotes5
The Foreign Minister and a cabinet secretary are returning to Jerusalem for consultations.,ontonotes5
The two men were seized by Palestinian gunmen while having lunch at a West Bank restaurant.,ontonotes5
"A shift of winds is pushing an oil spill away from the Galapagos Islands and into the open sea, but the cleanup is far from over, as Robert Moore reports.",ontonotes5
Ecuador's declaration of a state of emergencies around the Galapagos Islands is a sign of how serious the oil spil is now judged.,ontonotes5
"Experts examining the wreck are still concentrating on transferring to safe storage the oil and fuel that remains on board, and the U.S. Coast Guard are helping in this operation, but Ecuador's Environment Minister describes the ship's condition as critical with gallons of oil still on the ship.",ontonotes5
"The Galapagos Isles lie 600 miles off Ecuador's pacific coast, populated by animal and plant species found nowhere else.",ontonotes5
The U.S. Ambassador to Yemen is safe after a plane hijacking in Yemen.,ontonotes5
"A man claiming to be an Iraqi supporter of President Saddam Hussein hijacked the flight with 91 passengers on board, demanding to be flown to Baghdad.",ontonotes5
"The pilot managed to land the plane in Djibouti, where most of the passengers got off, including the ambassador.",ontonotes5
"A United Nations report on AIDS finds the number of people infected with HIV worldwide is growing, but there's a decrease of new cases in Sub-saharan Africa.",ontonotes5
"According to the report, there are 36.1 million people around the world 25 million of those cases can be found in Africa.",ontonotes5
Thousands of disputed ballots in South Florida are being prepared for shipment to the state capital amid tight security.,ontonotes5
"A Tallahassee judge wants them in case they are needed as evidence in a lawsuit challenging Florida's certified vote, but there are growing signs state lawmakers could step in and decide the winner.",ontonotes5
State legislators in Florida's capitol are discussing if a special session is needed to decide which 25 electors will represent Florida in the Electoral College--a Democratic slate? or a Republican slate?,ontonotes5
U.S. law allows state legislatures to choose representatives to the Electoral College as a last resort.,ontonotes5
"Florida lawmakers may go that route, if the disputed recount isn't settled by December six days before the Electoral College meets to verify the results of the presidential election.",ontonotes5
Experts are telling Florida's lawmakers to act cautiously.,ontonotes5
"In Leon County, which includes Tallahassee, Circuit Court Judge N. Sanders Sauls ordered 13,000 contested ballots from Miami-Dade and Palm Beach counties to be brought to Tallahassee by Saturday.",ontonotes5
"That's when he'll decide if they should be counted, along with contested ballots from Nassau County.",ontonotes5
"Miami-Dade County, for one, is heavily Democratic, and it's from these areas, Gore officials believe, that a hand count of ballots will turn up enough votes to overcome Governor Bush's lead.",ontonotes5
"In West Palm Beach Wednesday, an independent, conservative group called Judicial Watch asked a court to let it see those ballots for itself.",ontonotes5
It's concerned the public is losing patience with the legal challenges to the Florida vote.,ontonotes5
"As this host of legal actions makes its way through the Florida court system, attention is turning to the legal body of last resort in the United States--the U.S. Supreme Court in Washington.",ontonotes5
Oral arguments will be heard Friday on a request by the Bush campaign to overturn a decision by Florida's Supreme Court.,ontonotes5
"Jonathan Aiken, for CNN, Washington.",ontonotes5
Al Gore left his residence at the Naval Observatory today to attend to his duties as Vice President at the White House.,ontonotes5
Judges in the Netherlands are refusing to dismiss charges against one of two defendants in the Lockerbie bombing trial.,ontonotes5
"270 people were killed when the plane exploded over Lockerbie, Scotland, 12 years ago.",ontonotes5
"The proposal would give the Palestinians a state and 10% more land, but it would put off decisions on the fate of Jerusalem.",ontonotes5
The destroyer was damaged October in a suicide bombing in Yemen.,ontonotes5
The ``Cole'' is due to arrive in Mississippi in a little more than a week for repairs.,ontonotes5
A Russian cargo ship is heading for the doomed Mir space station to guide it back to Earth.,ontonotes5
The unmanned rocket blasted off this morning from Kazakhstan and is scheduled to dock with Mir early Saturday.,ontonotes5
The rocket is carrying extra fuel that will be used to fire Mir's thrusters and push the station into Earth's atmosphere.,ontonotes5
"If all goes as planned, most of Mir will burn up on re-entry.",ontonotes5
The remaining parts should fall into the Pacific Ocean.,ontonotes5
"A series of accidents have raised safety concerns about the 15-year-old space station, leading Russia to end Mir's run.",ontonotes5
One of four men on trial in the bombings of two U.S. embassies in Africa is asking the judge to throw out his confession.,ontonotes5
The Saudi man says U.S. authorities threatened to hang him if he didn't cooperate.,ontonotes5
He had admitted to throwing a stun grenade at a guard outside the U.S. Embassy in Kenya just before the explosion.,ontonotes5
U.S. government officials say the man's confession was voluntary.,ontonotes5
"224 people were killed and more than 5,000 wounded in the 1998 bombings in Kenya and Tanzania.",ontonotes5
One of four men on trial in the bombings of two U.S. embassies in Africa is asking the judge to throw out his confession.,ontonotes5
The Saudi man says U.S. authorities threatened to hang him if he didn't cooperate.,ontonotes5
He had admitted to throwing a stun grenade at a guard outside the U.S. embassy in Kenya just before the explosion.,ontonotes5
U.S. government officials say the man's confession was voluntary.,ontonotes5
"224 people were killed and more than 5,000 wounded in the 1998 blasts in Kenya and Tanzania.",ontonotes5
He called a time-out after three days of talks in the Egyptian resort of Tabah.,ontonotes5
The countdown to the destruction of Russia's Mir Space Station is under way.,ontonotes5
"The unmanned vessel, dubbed ``the hearse ,'' will use its load of two tons of fuel to guide Mir out of orbit at the end of next month.",ontonotes5
Most of the craft will disintegrate in the Earth's atmosphere.,ontonotes5
Any remaining fragments should fall into the Pacific Ocean.,ontonotes5
The Russian government says it can not afford to maintain Mir and meet obligations to the new International Space Station.,ontonotes5
Israeli opposition leader Ariel Sharon is denouncing the just-concluded Mideast peace talks as a campaign ploy by Prime Minister Ehud Barak.,ontonotes5
"Palestinian leader Yasser Arafat and former Israeli Prime Minister Shimon Peres addressed the World Economic Forum in Davos, Switzerland today.",ontonotes5
"Arafat condemned what he called Israel's ``economic strangulation'' of the Palestinian people, but he pledged his commitment to a lasting and comprehensive peace.",ontonotes5
